"hours_studied","extracurricular_activities","sleep_hours","physical_activity","exam_score"
13,"Yes",8,4,62
15,"No",8,3,61
12,"Yes",8,4,62
23,"Yes",7,4,66
23,"Yes",7,4,65
14,"No",7,2,60
8,"No",7,1,61
22,"No",8,3,63
11,"No",7,5,63
24,"No",8,2,65
18,"Yes",7,3,64
24,"No",9,2,65
19,"Yes",6,3,65
20,"Yes",7,4,66
12,"No",5,1,63
15,"No",7,3,63
12,"No",7,5,64
7,"No",6,3,62
17,"No",9,3,63
14,"No",10,4,60
17,"No",8,1,66
22,"Yes",8,2,66
23,"Yes",7,3,66
20,"Yes",8,4,65
5,"Yes",7,4,61
18,"Yes",6,3,63
21,"Yes",9,3,66
17,"Yes",7,2,65
20,"Yes",8,3,65
15,"No",10,3,63
24,"Yes",8,4,64
15,"No",10,2,64
16,"Yes",8,2,65
25,"Yes",8,2,66
23,"Yes",6,3,66
19,"No",4,3,64
16,"Yes",7,3,64
17,"Yes",9,3,63
18,"No",6,1,65
19,"Yes",6,1,64
23,"Yes",9,3,64
15,"Yes",9,3,65
12,"Yes",10,1,66
21,"Yes",7,5,63
14,"No",7,3,66
23,"Yes",8,5,66
9,"No",6,3,65
18,"Yes",8,2,66
22,"No",4,3,66
14,"No",4,1,64
19,"No",9,2,61
9,"Yes",7,2,61
15,"No",5,2,65
19,"Yes",9,5,63
16,"No",8,4,66
22,"No",6,4,65
8,"No",5,4,66
18,"Yes",5,5,64
12,"Yes",9,2,60
18,"No",7,3,65
10,"No",4,3,60
14,"No",7,4,65
19,"No",8,3,64
19,"Yes",8,1,66
11,"No",5,3,64
13,"Yes",6,3,66
21,"Yes",7,2,65
16,"No",7,2,65
17,"Yes",6,3,66
17,"Yes",7,3,65
13,"Yes",6,3,63
19,"Yes",6,2,63
17,"Yes",5,3,66
15,"Yes",9,2,64
15,"No",5,3,62
16,"Yes",6,1,62
23,"Yes",7,4,66
7,"Yes",7,4,64
16,"No",9,3,66
14,"Yes",7,3,65
16,"Yes",7,2,65
7,"Yes",8,2,57
7,"No",9,4,59
16,"Yes",6,4,64
4,"No",8,3,60
17,"Yes",7,2,65
7,"Yes",6,1,59
21,"Yes",6,4,59
7,"No",7,2,66
18,"Yes",7,4,65
25,"Yes",8,2,66
13,"No",7,4,63
28,"No",6,1,65
25,"No",7,3,64
24,"No",8,2,61
31,"Yes",7,1,65
28,"Yes",7,1,65
16,"Yes",8,3,63
15,"Yes",9,3,61
26,"Yes",7,3,64
16,"Yes",8,3,65
19,"Yes",5,6,64
10,"Yes",7,2,66
18,"No",6,2,62
17,"Yes",9,4,64
19,"No",10,2,66
22,"Yes",8,3,62
13,"No",5,2,63
21,"Yes",9,3,66
2,"No",6,2,58
10,"No",4,6,63
25,"Yes",6,3,65
19,"No",7,4,65
16,"Yes",8,3,61
17,"No",8,4,64
14,"No",6,2,64
18,"No",6,1,62
22,"Yes",10,3,66
9,"No",8,4,65
20,"No",8,4,65
25,"No",6,2,65
23,"No",9,4,64
28,"Yes",9,3,66
21,"No",5,2,66
13,"No",7,2,62
14,"No",4,3,64
20,"Yes",7,3,65
22,"Yes",7,2,66
19,"Yes",6,3,65
9,"Yes",6,2,60
15,"No",8,4,63
18,"Yes",9,3,66
12,"Yes",6,2,59
11,"Yes",7,3,63
17,"Yes",9,2,65
19,"No",7,4,64
12,"Yes",6,2,63
11,"Yes",5,4,66
3,"Yes",7,5,63
17,"Yes",7,5,65
23,"Yes",6,3,66
27,"Yes",8,4,65
17,"Yes",5,4,65
18,"No",6,2,63
27,"No",8,3,65
9,"Yes",7,4,62
18,"Yes",7,3,66
23,"Yes",8,2,64
5,"No",7,3,63
16,"Yes",6,3,64
18,"Yes",9,4,61
14,"Yes",9,3,61
24,"No",7,4,63
8,"No",6,3,64
12,"No",6,3,62
18,"Yes",9,2,64
15,"Yes",7,2,64
21,"Yes",5,3,65
13,"No",7,2,59
19,"No",6,1,62
17,"No",8,4,65
22,"Yes",7,4,65
12,"No",5,3,66
21,"No",4,3,66
30,"No",4,4,66
31,"No",4,3,65
25,"Yes",8,3,66
21,"No",9,4,66
27,"No",7,4,66
21,"Yes",7,3,64
13,"Yes",6,4,62
22,"No",8,2,60
20,"No",7,3,66
8,"Yes",10,3,63
9,"Yes",7,3,66
23,"No",7,4,66
15,"Yes",7,2,63
22,"No",5,2,66
12,"Yes",6,2,61
23,"Yes",8,2,64
9,"No",7,2,66
13,"Yes",8,4,65
18,"No",8,4,66
13,"Yes",7,3,65
15,"No",9,3,63
26,"No",8,1,65
17,"No",6,3,62
16,"Yes",8,3,66
9,"No",7,4,61
20,"No",4,4,66
19,"No",9,4,66
20,"No",6,2,60
10,"Yes",5,3,60
29,"Yes",9,3,66
26,"No",5,1,64
14,"No",5,3,66
16,"No",9,3,61
18,"Yes",6,3,62
10,"No",7,1,64
16,"Yes",9,3,66
16,"Yes",10,0,65
13,"Yes",8,3,66
9,"Yes",7,1,62
19,"Yes",6,2,65
12,"Yes",4,3,66
25,"No",4,4,65
14,"Yes",9,4,66
15,"No",7,4,66
11,"No",7,1,60
17,"Yes",8,4,66
13,"No",6,4,62
18,"No",7,5,66
28,"No",10,3,64
13,"No",7,3,63
18,"Yes",9,3,64
24,"No",6,3,65
11,"No",5,4,65
9,"No",8,1,60
9,"Yes",9,4,65
21,"Yes",8,4,66
16,"No",9,2,66
15,"No",5,3,65
25,"No",6,4,65
25,"Yes",5,2,65
13,"No",9,3,65
10,"Yes",10,3,66
17,"Yes",9,3,66
16,"No",6,3,66
14,"No",9,3,66
25,"No",8,2,65
22,"Yes",5,2,63
15,"No",8,3,64
27,"No",5,2,64
20,"Yes",4,2,66
8,"Yes",8,1,63
14,"Yes",8,3,61
12,"Yes",6,3,61
21,"Yes",7,3,62
12,"No",8,4,65
21,"Yes",6,3,64
26,"No",7,4,66
19,"No",6,3,65
21,"No",8,2,64
9,"No",6,4,60
22,"No",7,3,64
21,"Yes",7,3,64
15,"Yes",8,3,65
16,"No",7,2,62
27,"Yes",9,2,64
19,"Yes",5,3,64
15,"Yes",9,3,64
27,"No",6,2,61
15,"No",6,3,64
23,"Yes",8,0,66
15,"No",7,5,65
20,"Yes",8,3,66
7,"Yes",6,4,61
11,"Yes",6,3,60
29,"Yes",7,2,66
18,"Yes",5,4,61
18,"Yes",6,4,65
29,"No",7,1,65
5,"Yes",8,2,60
22,"No",8,4,65
14,"No",9,4,64
13,"Yes",7,3,65
22,"Yes",8,4,65
14,"Yes",8,2,65
14,"No",7,3,66
27,"Yes",7,3,65
20,"Yes",6,2,62
13,"No",5,2,61
33,"Yes",9,2,65
14,"Yes",8,2,62
18,"No",9,4,65
15,"Yes",5,4,63
11,"Yes",7,2,66
27,"No",4,1,64
23,"Yes",5,3,66
13,"Yes",6,4,63
25,"No",6,4,64
12,"Yes",9,3,64
12,"No",6,3,63
23,"Yes",6,2,63
19,"Yes",8,3,64
14,"No",9,3,65
14,"Yes",8,4,66
19,"Yes",5,4,66
17,"Yes",5,1,66
18,"Yes",8,4,66
23,"Yes",10,2,65
16,"Yes",7,1,66
19,"No",7,4,63
20,"Yes",6,3,63
7,"Yes",8,3,58
14,"No",7,3,61
13,"No",6,4,65
12,"No",7,4,62
13,"Yes",7,4,60
10,"Yes",10,3,62
18,"No",6,2,65
14,"No",9,6,61
23,"Yes",9,4,61
16,"No",4,2,60
27,"Yes",6,5,65
17,"No",7,2,64
15,"Yes",9,3,64
11,"No",8,2,62
15,"Yes",6,2,66
23,"No",7,2,64
19,"No",7,3,65
19,"Yes",9,3,63
16,"Yes",6,3,66
19,"No",9,4,62
21,"Yes",7,4,61
12,"Yes",7,2,58
17,"No",7,3,63
23,"No",6,3,64
23,"No",6,1,63
9,"Yes",8,3,63
22,"Yes",8,2,65
12,"Yes",8,3,64
22,"No",9,2,63
13,"No",6,2,59
19,"Yes",8,3,64
18,"Yes",8,3,63
18,"Yes",7,2,66
17,"Yes",5,4,62
12,"No",7,3,65
2,"Yes",9,4,62
20,"No",5,2,66
21,"Yes",7,2,65
12,"Yes",6,3,62
21,"No",6,2,65
19,"Yes",6,3,65
16,"No",6,3,66
12,"Yes",5,2,62
26,"Yes",7,4,65
7,"Yes",4,5,60
4,"Yes",8,2,63
18,"Yes",7,1,63
10,"No",9,2,65
18,"Yes",8,4,65
19,"Yes",7,4,63
23,"No",6,4,65
17,"No",6,2,58
32,"Yes",6,5,66
25,"No",9,2,63
20,"Yes",6,3,62
18,"No",9,3,66
16,"Yes",8,2,62
20,"No",6,4,64
20,"Yes",7,2,65
17,"Yes",6,3,64
12,"No",6,3,65
22,"Yes",7,4,65
17,"Yes",5,3,65
10,"No",8,4,64
7,"Yes",10,3,59
5,"Yes",7,3,62
14,"Yes",5,3,64
9,"No",8,2,62
19,"Yes",8,3,66
24,"Yes",6,2,65
15,"Yes",9,3,60
19,"Yes",6,3,65
25,"Yes",8,1,65
14,"Yes",7,4,57
13,"Yes",7,1,62
17,"Yes",6,1,66
11,"Yes",5,2,60
22,"No",10,2,65
24,"Yes",6,2,63
12,"Yes",4,4,65
15,"No",8,4,61
7,"No",7,5,60
21,"Yes",6,2,66
22,"Yes",8,4,64
21,"Yes",5,2,66
12,"No",5,4,64
16,"No",9,3,64
15,"No",8,4,61
32,"No",7,4,66
20,"No",9,1,64
16,"No",10,4,65
14,"No",5,4,66
18,"Yes",7,4,63
26,"Yes",7,4,66
24,"Yes",10,2,65
11,"Yes",8,2,58
14,"Yes",6,3,63
26,"Yes",8,5,66
15,"No",9,2,63
16,"Yes",7,3,65
15,"No",9,5,60
21,"Yes",7,3,62
19,"No",7,4,64
14,"Yes",5,3,64
22,"No",8,3,64
8,"No",7,2,66
14,"Yes",5,3,65
15,"Yes",7,2,62
11,"Yes",6,3,60
16,"Yes",6,4,63
24,"Yes",8,4,66
23,"No",7,3,66
22,"Yes",8,3,63
19,"Yes",6,3,66
23,"No",8,2,66
19,"No",7,3,66
13,"No",8,3,66
22,"No",7,2,66
17,"Yes",6,3,65
23,"No",4,5,66
15,"Yes",6,2,64
22,"No",8,4,65
7,"Yes",7,4,66
18,"No",9,3,65
16,"Yes",8,2,65
19,"No",8,4,64
20,"Yes",7,3,66
19,"Yes",9,4,66
13,"Yes",7,2,65
18,"Yes",7,3,66
21,"Yes",6,1,65
23,"No",8,2,65
27,"No",6,2,64
26,"No",8,3,66
25,"No",8,1,64
18,"Yes",7,2,66
15,"Yes",8,3,61
22,"Yes",6,4,64
17,"Yes",4,2,63
20,"No",6,2,66
11,"Yes",8,3,64
12,"Yes",8,4,61
7,"Yes",4,1,63
26,"No",7,4,65
19,"No",5,3,65
19,"Yes",7,4,66
26,"Yes",8,2,66
10,"No",10,3,62
9,"Yes",6,2,66
6,"Yes",9,2,65
15,"No",5,1,64
8,"Yes",9,2,61
25,"Yes",5,5,65
17,"No",8,3,64
12,"No",9,2,63
16,"No",7,2,66
23,"No",7,4,65
22,"Yes",8,2,66
14,"Yes",5,2,62
19,"Yes",7,2,66
29,"No",9,2,63
11,"Yes",10,3,66
16,"No",6,3,65
17,"No",10,3,63
16,"No",8,4,65
8,"Yes",8,1,65
21,"No",9,3,66
22,"Yes",7,4,64
20,"No",9,4,66
20,"Yes",6,2,64
15,"No",6,3,62
20,"No",9,2,65
14,"Yes",10,4,59
28,"Yes",6,2,66
17,"No",6,3,63
15,"Yes",7,2,66
15,"No",9,2,63
9,"No",6,2,61
9,"No",6,3,66
8,"Yes",5,3,64
19,"No",10,2,66
14,"Yes",7,2,62
22,"Yes",7,2,65
28,"Yes",6,4,64
24,"No",8,3,63
22,"No",9,3,66
20,"Yes",6,3,63
14,"No",6,2,65
14,"No",7,2,64
10,"No",8,3,61
15,"Yes",8,2,64
8,"Yes",8,4,63
24,"Yes",8,2,65
14,"No",8,2,63
15,"Yes",7,3,61
12,"No",9,3,62
9,"Yes",7,2,58
13,"No",5,2,61
13,"No",9,2,64
27,"Yes",5,4,65
19,"Yes",8,4,63
17,"Yes",10,2,63
22,"Yes",5,2,66
18,"No",6,2,65
26,"No",6,4,66
12,"No",8,3,64
19,"Yes",9,3,66
17,"No",8,2,65
23,"Yes",5,4,63
18,"No",6,5,63
19,"No",6,3,64
12,"Yes",8,4,60
24,"Yes",4,1,62
16,"No",7,2,65
15,"No",6,2,66
16,"No",7,3,65
22,"Yes",6,1,65
21,"Yes",5,3,66
11,"Yes",8,2,61
27,"Yes",7,3,66
11,"Yes",6,3,64
19,"Yes",9,2,65
21,"No",7,2,63
20,"Yes",6,2,66
23,"Yes",6,2,66
7,"Yes",7,3,66
21,"Yes",6,2,65
15,"No",8,2,61
9,"No",7,3,61
18,"No",7,0,64
24,"Yes",10,3,66
23,"Yes",9,4,63
22,"No",7,1,62
17,"Yes",8,3,65
19,"Yes",6,5,66
24,"No",6,2,65
16,"Yes",5,3,65
12,"No",7,3,65
26,"Yes",6,2,66
15,"Yes",4,1,65
19,"Yes",7,1,66
19,"Yes",10,2,65
26,"Yes",8,3,65
10,"Yes",8,2,64
18,"Yes",10,0,66
26,"Yes",6,4,66
23,"Yes",9,3,65
13,"No",9,5,61
12,"No",7,4,62
15,"No",6,3,62
6,"No",8,3,64
18,"Yes",6,4,65
25,"Yes",8,5,66
12,"Yes",7,3,63
15,"No",5,2,63
33,"No",8,3,66
17,"Yes",8,2,66
19,"No",8,4,64
21,"Yes",5,3,64
16,"Yes",6,4,66
20,"Yes",9,3,66
16,"Yes",8,2,66
9,"No",10,2,64
13,"No",9,4,63
21,"No",9,4,63
22,"No",4,2,66
21,"Yes",7,3,63
23,"Yes",5,1,65
28,"No",8,3,66
13,"Yes",8,4,66
23,"Yes",9,2,65
10,"Yes",9,3,61
8,"Yes",6,3,63
8,"Yes",7,2,65
20,"Yes",7,3,63
18,"Yes",9,2,66
20,"Yes",7,2,66
24,"Yes",8,3,65
4,"Yes",6,4,65
16,"Yes",5,3,65
12,"Yes",5,2,62
14,"No",7,3,66
21,"No",7,5,65
17,"No",6,2,61
17,"No",7,4,63
9,"Yes",7,3,61
16,"Yes",6,3,64
18,"Yes",7,3,61
15,"No",6,4,63
18,"Yes",9,2,65
12,"Yes",7,3,62
13,"Yes",9,2,63
3,"Yes",7,3,58
20,"Yes",5,4,65
16,"Yes",5,4,63
25,"Yes",8,4,62
10,"Yes",7,3,66
22,"No",5,1,65
26,"No",6,3,66
19,"No",5,4,66
22,"Yes",6,2,66
21,"No",7,3,64
14,"No",7,3,60
21,"No",8,2,64
19,"Yes",8,3,62
14,"Yes",7,1,60
14,"No",7,3,65
16,"No",9,4,63
21,"Yes",7,0,66
22,"No",10,2,65
13,"No",4,2,65
23,"No",4,3,65
11,"Yes",9,3,66
17,"No",8,4,64
21,"No",7,2,61
18,"Yes",8,2,65
8,"No",10,5,61
18,"No",7,4,64
9,"Yes",6,2,62
19,"No",8,3,66
25,"Yes",8,3,66
20,"No",7,3,66
27,"Yes",9,1,66
18,"Yes",6,4,65
19,"Yes",9,3,66
21,"Yes",6,3,63
14,"No",6,3,63
16,"Yes",8,3,63
19,"Yes",5,4,66
15,"Yes",6,3,62
25,"Yes",9,3,66
20,"Yes",8,3,64
15,"Yes",8,2,61
29,"No",7,3,65
17,"No",7,1,65
16,"Yes",7,4,63
19,"No",7,5,62
19,"Yes",6,2,64
18,"No",5,4,64
20,"Yes",8,5,63
22,"Yes",8,4,66
22,"Yes",7,3,64
22,"No",5,1,65
11,"Yes",7,3,62
4,"No",7,3,64
17,"No",7,4,63
21,"Yes",7,4,64
20,"No",8,3,64
16,"Yes",5,4,63
26,"Yes",7,1,66
19,"Yes",4,3,65
17,"Yes",9,3,65
23,"No",7,4,65
18,"No",8,4,66
17,"No",6,3,65
16,"Yes",7,1,64
11,"No",7,3,65
19,"No",5,2,64
19,"No",8,4,66
22,"Yes",9,3,64
18,"Yes",8,3,63
15,"Yes",7,2,61
16,"Yes",8,4,63
34,"No",9,5,65
16,"No",6,2,64
20,"No",6,4,65
5,"Yes",7,2,65
6,"Yes",10,4,63
17,"Yes",10,3,61
11,"No",5,2,64
2,"No",4,2,65
14,"No",6,2,63
21,"Yes",8,5,66
16,"Yes",10,2,64
3,"No",8,4,61
15,"Yes",10,1,66
13,"Yes",7,2,65
18,"Yes",7,4,65
9,"Yes",9,3,63
9,"Yes",8,4,65
6,"Yes",5,2,61
25,"Yes",8,3,65
27,"Yes",10,2,66
23,"No",6,5,65
22,"No",6,5,64
11,"No",9,3,64
11,"Yes",6,3,63
13,"Yes",8,3,61
29,"No",5,1,66
9,"No",5,3,62
25,"No",7,4,65
16,"No",9,3,61
20,"Yes",6,3,66
11,"Yes",9,5,64
15,"Yes",5,2,64
29,"No",6,2,64
26,"No",7,1,65
18,"Yes",7,4,66
18,"No",7,3,64
20,"Yes",6,4,66
23,"Yes",8,3,63
8,"Yes",9,3,62
13,"No",6,4,64
19,"Yes",7,4,65
12,"Yes",9,3,65
14,"Yes",8,1,63
8,"No",7,3,65
14,"Yes",6,3,65
20,"Yes",4,3,64
22,"No",7,5,64
11,"No",8,3,60
26,"No",6,3,66
15,"Yes",7,4,66
17,"No",7,3,62
24,"Yes",10,2,64
11,"No",6,1,64
19,"No",7,1,64
11,"Yes",7,2,66
14,"Yes",8,3,64
15,"Yes",7,2,64
12,"Yes",6,3,63
10,"Yes",6,3,66
16,"No",5,5,65
17,"No",9,2,62
10,"Yes",9,4,65
18,"Yes",6,3,61
13,"Yes",5,2,60
18,"Yes",8,2,66
20,"Yes",7,2,63
19,"No",7,3,65
14,"No",4,4,66
15,"No",9,2,61
26,"Yes",7,1,65
16,"Yes",6,3,61
18,"Yes",7,5,63
13,"Yes",8,4,62
10,"No",4,2,66
8,"Yes",6,3,63
18,"Yes",8,4,65
21,"No",5,3,66
26,"No",8,4,62
16,"No",7,3,66
20,"Yes",8,4,66
20,"Yes",8,3,64
11,"Yes",7,3,63
10,"Yes",8,4,65
21,"No",9,3,64
22,"No",8,4,65
15,"Yes",8,2,63
22,"Yes",6,2,64
27,"Yes",6,3,62
17,"No",5,4,63
16,"No",8,3,63
10,"No",7,2,62
13,"No",7,3,66
21,"No",8,2,65
6,"Yes",9,3,64
22,"Yes",9,3,66
15,"No",7,3,62
16,"Yes",9,2,66
21,"Yes",7,2,65
16,"Yes",5,3,62
11,"Yes",8,3,66
22,"No",6,3,61
17,"No",8,2,64
12,"No",4,2,66
15,"No",5,4,61
23,"Yes",8,4,66
26,"Yes",7,3,64
19,"Yes",5,4,66
18,"No",7,4,66
16,"No",4,2,65
20,"Yes",6,4,64
5,"No",7,4,59
22,"No",9,3,64
8,"No",8,3,63
7,"Yes",5,3,62
13,"Yes",9,2,66
28,"No",8,2,66
26,"No",6,3,63
15,"No",7,4,62
13,"No",6,3,58
9,"No",9,3,62
7,"Yes",6,2,66
21,"Yes",5,5,65
18,"No",7,4,62
23,"Yes",6,3,63
12,"No",6,3,65
21,"Yes",9,3,66
21,"Yes",9,5,65
23,"Yes",5,2,64
22,"Yes",10,3,64
11,"Yes",9,3,58
24,"Yes",6,2,66
17,"No",9,3,66
13,"No",7,3,61
22,"No",7,1,65
17,"No",9,3,63
13,"No",8,2,66
23,"No",7,3,63
10,"Yes",5,3,66
20,"Yes",7,3,65
16,"No",5,3,65
17,"Yes",9,4,65
25,"Yes",6,2,64
15,"No",6,3,64
26,"No",10,2,66
7,"Yes",9,5,65
14,"Yes",10,4,66
12,"Yes",6,2,64
10,"Yes",6,4,61
22,"Yes",8,4,63
20,"Yes",4,1,60
16,"No",6,4,63
17,"No",8,4,64
15,"No",7,3,65
12,"Yes",5,4,61
20,"Yes",6,3,62
16,"No",9,5,64
18,"No",8,4,66
14,"No",6,2,63
9,"Yes",9,1,65
16,"Yes",8,2,65
19,"No",10,2,65
20,"Yes",6,3,66
22,"Yes",6,1,66
19,"Yes",7,3,65
25,"No",9,4,64
14,"Yes",7,4,66
20,"Yes",9,3,63
22,"No",6,3,65
24,"No",8,1,66
14,"No",4,4,63
16,"No",7,4,63
18,"Yes",6,3,62
16,"No",10,3,66
16,"No",7,3,62
19,"Yes",7,2,64
13,"Yes",10,3,63
26,"No",6,3,63
26,"Yes",7,3,65
17,"Yes",6,3,61
14,"No",9,3,66
16,"Yes",5,2,61
23,"Yes",5,5,64
20,"No",6,2,64
28,"Yes",5,5,63
28,"Yes",6,3,64
13,"No",10,3,62
18,"No",9,1,66
24,"No",8,2,66
15,"No",8,4,62
8,"Yes",7,3,59
17,"Yes",7,4,66
20,"Yes",10,3,65
18,"No",7,4,66
3,"Yes",7,3,65
20,"Yes",8,3,65
19,"No",9,3,64
25,"No",8,4,65
11,"No",7,2,63
3,"Yes",5,4,58
23,"No",5,3,65
13,"Yes",8,4,63
8,"No",5,2,59
3,"Yes",7,2,58
25,"Yes",4,2,66
24,"Yes",7,6,65
12,"Yes",7,3,66
10,"Yes",5,4,65
19,"Yes",7,4,64
24,"Yes",6,4,66
18,"No",4,2,62
14,"Yes",8,3,66
15,"Yes",7,1,63
17,"No",6,4,65
24,"Yes",7,2,64
19,"Yes",8,4,66
10,"Yes",6,4,63
23,"No",7,3,66
19,"Yes",6,3,65
11,"No",9,2,65
20,"Yes",6,4,65
21,"No",6,3,61
19,"Yes",9,3,65
19,"No",8,3,63
14,"Yes",9,4,66
11,"Yes",7,2,65
24,"No",8,1,65
23,"No",8,3,63
17,"No",8,4,62
26,"No",7,3,65
16,"Yes",10,2,61
22,"No",7,4,66
20,"No",4,4,66
18,"No",6,3,66
1,"Yes",8,2,60
17,"No",7,1,66
20,"No",9,5,63
13,"Yes",5,3,66
20,"Yes",4,4,64
14,"No",8,4,63
22,"No",5,2,65
26,"Yes",8,4,65
15,"Yes",4,1,64
12,"Yes",4,2,62
20,"No",6,2,65
22,"Yes",10,3,66
13,"Yes",7,1,61
21,"No",7,2,66
18,"Yes",4,4,64
19,"Yes",10,2,66
18,"Yes",8,3,64
17,"No",7,4,66
12,"No",8,3,63
24,"No",7,2,64
24,"Yes",8,1,64
22,"No",5,3,65
14,"Yes",9,4,65
21,"No",6,3,62
13,"Yes",7,5,65
18,"No",6,2,64
20,"No",8,2,66
20,"No",6,1,64
6,"No",8,1,58
25,"Yes",7,4,65
27,"No",8,1,64
13,"No",5,4,66
10,"No",8,4,63
14,"Yes",6,3,64
16,"Yes",7,2,66
7,"Yes",4,4,66
18,"Yes",9,3,64
18,"Yes",7,3,63
19,"Yes",7,4,62
22,"No",7,2,66
19,"Yes",9,2,65
12,"Yes",9,3,66
23,"Yes",6,4,66
20,"Yes",9,5,66
12,"No",8,4,61
10,"No",5,3,66
17,"No",8,4,65
25,"No",6,2,63
9,"Yes",4,2,63
24,"No",4,2,66
15,"Yes",7,4,66
24,"Yes",7,3,66
19,"Yes",8,4,62
15,"No",5,2,64
20,"No",8,4,65
21,"No",6,5,65
14,"Yes",7,3,65
25,"Yes",7,1,66
9,"No",7,2,64
21,"Yes",7,3,64
17,"Yes",8,4,63
15,"No",9,2,66
16,"Yes",6,5,64
15,"No",10,4,62
20,"Yes",7,1,66
19,"Yes",10,6,63
7,"No",9,3,61
4,"Yes",6,2,61
25,"Yes",7,2,66
15,"No",4,2,65
16,"Yes",7,3,63
12,"Yes",6,4,62
20,"Yes",6,4,66
10,"Yes",6,2,62
21,"Yes",6,3,61
20,"Yes",6,4,63
21,"Yes",6,3,65
17,"No",5,3,64
13,"No",10,2,63
12,"Yes",7,3,62
28,"Yes",7,2,65
15,"Yes",4,5,65
23,"Yes",9,4,65
17,"No",4,4,63
21,"Yes",8,2,66
13,"No",10,3,61
19,"Yes",7,3,64
14,"Yes",8,2,64
13,"Yes",10,3,65
24,"Yes",6,4,65
18,"Yes",6,4,65
14,"Yes",9,4,65
14,"Yes",8,2,66
18,"No",5,4,62
24,"Yes",5,2,63
26,"Yes",7,3,63
22,"No",4,3,66
15,"No",5,2,63
17,"Yes",9,3,66
12,"Yes",6,2,66
24,"No",10,2,62
17,"Yes",8,3,64
17,"Yes",8,3,66
7,"Yes",6,2,61
17,"No",6,3,66
23,"No",6,2,65
20,"Yes",5,4,66
24,"Yes",10,3,63
19,"No",6,2,64
20,"No",9,3,66
12,"Yes",6,2,63
28,"No",9,2,65
12,"No",7,4,64
20,"No",6,2,62
14,"Yes",7,3,61
16,"Yes",4,3,59
14,"No",7,1,60
20,"Yes",7,2,66
14,"No",7,2,63
7,"No",7,3,62
11,"Yes",7,3,64
28,"No",8,3,65
7,"Yes",9,2,62
7,"No",5,2,59
24,"No",6,4,64
16,"No",7,1,63
20,"Yes",7,3,66
15,"Yes",6,3,62
17,"Yes",8,1,62
17,"No",6,1,64
9,"Yes",10,3,65
12,"Yes",8,3,61
16,"No",7,1,62
19,"No",8,3,62
20,"No",8,4,66
20,"No",5,3,65
17,"Yes",7,4,66
21,"Yes",7,3,66
20,"Yes",8,3,63
16,"Yes",4,4,65
19,"No",10,3,63
10,"No",4,2,59
13,"Yes",5,3,62
14,"Yes",9,4,59
28,"Yes",8,6,66
30,"No",9,4,65
22,"No",6,3,65
23,"No",4,1,65
8,"Yes",4,4,62
19,"Yes",4,4,64
24,"Yes",8,1,66
13,"Yes",7,2,63
24,"Yes",8,1,65
20,"Yes",10,1,66
17,"Yes",7,3,61
18,"No",7,3,66
12,"Yes",9,2,61
20,"No",9,3,65
22,"Yes",8,4,63
19,"No",10,3,62
11,"Yes",8,4,64
20,"Yes",6,4,63
22,"Yes",5,3,66
14,"Yes",10,3,60
21,"No",6,2,65
26,"Yes",5,2,66
20,"Yes",9,4,63
21,"Yes",6,3,66
9,"Yes",5,4,66
16,"No",8,5,60
15,"No",8,1,63
21,"No",8,3,64
20,"No",8,4,66
21,"Yes",8,2,65
20,"Yes",6,5,65
14,"No",8,1,65
17,"No",10,4,63
20,"Yes",7,4,64
12,"Yes",7,4,62
19,"Yes",5,3,66
11,"No",5,4,62
12,"No",6,4,62
24,"Yes",6,3,65
18,"No",9,3,66
21,"Yes",8,3,65
11,"No",8,5,65
20,"No",7,3,65
16,"No",8,3,63
26,"Yes",8,4,66
18,"Yes",8,4,64
21,"No",6,3,62
19,"Yes",5,3,65
22,"No",5,3,66
23,"Yes",7,4,65
15,"Yes",9,3,62
19,"No",7,3,65
13,"Yes",5,2,63
8,"No",4,2,62
20,"No",10,4,65
17,"Yes",7,3,65
15,"Yes",9,3,59
13,"Yes",6,3,63
22,"Yes",4,4,64
12,"Yes",6,3,63
14,"Yes",4,4,65
12,"Yes",7,3,64
9,"No",6,3,65
21,"No",7,2,66
17,"Yes",7,2,62
18,"No",5,3,63
21,"Yes",7,4,65
20,"Yes",8,3,65
9,"Yes",10,2,62
17,"Yes",7,4,62
18,"No",5,4,64
15,"No",7,1,58
26,"No",9,3,66
18,"Yes",5,4,64
17,"Yes",6,3,64
14,"Yes",7,1,62
21,"No",7,2,63
14,"Yes",8,3,66
19,"Yes",8,3,65
22,"Yes",6,3,63
23,"No",7,2,64
22,"Yes",10,2,66
17,"Yes",9,3,66
13,"No",6,4,65
14,"No",9,3,64
14,"Yes",9,4,65
17,"Yes",10,3,62
24,"No",6,3,64
26,"No",7,3,63
23,"No",6,5,66
18,"Yes",9,2,66
12,"Yes",7,2,64
15,"Yes",7,3,64
25,"Yes",4,3,66
26,"No",8,4,66
11,"Yes",8,2,62
14,"Yes",7,4,66
11,"Yes",8,2,64
15,"No",6,2,65
22,"No",7,3,63
23,"Yes",8,1,65
12,"Yes",6,4,64
24,"No",6,3,62
13,"No",10,3,64
18,"Yes",7,3,65
11,"Yes",7,3,64
12,"Yes",8,2,64
16,"No",9,2,64
24,"No",5,2,64
26,"Yes",7,2,66
24,"Yes",5,3,66
16,"No",6,1,66
14,"Yes",6,4,65
19,"Yes",6,4,63
18,"Yes",6,3,66
23,"No",9,0,64
26,"No",5,2,65
